0,1,2,3,4,5,6,7,8,9,10
sausage,dishes,rum,,,,,,,,
whole milk,butter,,,,,,,,,
whole milk,salty snack,margarine,,,,,,,,
whipped/sour cream,bottled beer,fruit/vegetable juice,margarine,,,,,,,
rolls/buns,root vegetables,specialty chocolate,,,,,,,,
yogurt,whole milk,ham,citrus fruit,frozen vegetables,whole milk,,,,,
sausage,packaged fruit/vegetables,curd,fruit/vegetable juice,,,,,,,
domestic eggs,yogurt,canned beer,,,,,,,,
onions,grapes,bottled beer,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
tropical fruit,candy,salt,,,,,,,,
whole milk,seasonal products,,,,,,,,,
frozen vegetables,liquor (appetizer),,,,,,,,,
chicken,whole milk,,,,,,,,,
hamburger meat,whipped/sour cream,sugar,newspapers,,,,,,,
rolls/buns,whole milk,,,,,,,,,
curd,other vegetables,,,,,,,,,
butter,rolls/buns,,,,,,,,,
pastry,yogurt,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
shopping bags,tropical fruit,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
cleaner,pip fruit,pastry,,,,,,,,
frankfurter,soda,,,,,,,,,
onions,coffee,,,,,,,,,
sliced cheese,newspapers,frozen vegetables,,,,,,,,
beef,other vegetables,,,,,,,,,
pastry,whole milk,,,,,,,,,
tropical fruit,packaged fruit/vegetables,cereals,,,,,,,,
frankfurter,ketchup,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
frankfurter,butter,red/blush wine,,,,,,,,
hygiene articles,vinegar,,,,,,,,,
citrus fruit,beef,,,,,,,,,
pip fruit,soda,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
specialty chocolate,frozen potato products,,,,,,,,,
rolls/buns,berries,,,,,,,,,
tropical fruit,spices,,,,,,,,,
yogurt,soda,,,,,,,,,
canned fish,bottled water,rolls/buns,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
citrus fruit,salty snack,,,,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
curd,cat food,,,,,,,,,
other vegetables,detergent,mayonnaise,dishes,,,,,,,
chicken,other vegetables,frozen meals,,,,,,,,
whole milk,whole milk,,,,,,,,,
pet care,bottled water,soda,,,,,,,,
pork,yogurt,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
brown bread,whole milk,spread cheese,butter,fruit/vegetable juice,,,,,,
ham,Instant food products,,,,,,,,,
pip fruit,napkins,cat food,,,,,,,,
whole milk,soda,,,,,,,,,
meat,cling film/bags,curd,,,,,,,,
margarine,rolls/buns,,,,,,,,,
rolls/buns,soda,,,,,,,,,
whole milk,berries,canned beer,sausage,chicken,canned beer,zwieback,beverages,,,
ham,bottled beer,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
pork,bottled beer,butter,,,,,,,,
bottled beer,yogurt,other vegetables,,,,,,,,
whole milk,sausage,,,,,,,,,
ham,sugar,,,,,,,,,
pot plants,chicken,,,,,,,,,
shopping bags,chocolate,,,,,,,,,
white wine,dessert,,,,,,,,,
citrus fruit,pastry,newspapers,chewing gum,,,,,,,
whole milk,cat food,,,,,,,,,
hamburger meat,yogurt,curd cheese,frozen meals,mustard,soda,white wine,butter,,,
bottled beer,nut snack,,,,,,,,,
cat food,rolls/buns,,,,,,,,,
whole milk,canned beer,,,,,,,,,
salt,brown bread,,,,,,,,,
beef,tea,,,,,,,,,
other vegetables,soda,brown bread,whole milk,yogurt,cling film/bags,brown bread,pastry,,,
root vegetables,whipped/sour cream,,,,,,,,,
whole milk,coffee,soft cheese,,,,,,,,
citrus fruit,grapes,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
specialty chocolate,brown bread,,,,,,,,,
nut snack,whole milk,,,,,,,,,
tropical fruit,pastry,newspapers,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
frozen vegetables,yogurt,,,,,,,,,
curd,bottled water,tropical fruit,other vegetables,,,,,,,
beef,brown bread,,,,,,,,,
ice cream,other vegetables,,,,,,,,,
frankfurter,yogurt,canned beer,,,,,,,,
whole milk,margarine,,,,,,,,,
berries,whole milk,other vegetables,,,,,,,,
other vegetables,beef,soda,curd,butter,,,,,,
pastry,semi-finished bread,,,,,,,,,
soda,cling film/bags,,,,,,,,,
meat,whole milk,,,,,,,,,
softener,margarine,hygiene articles,,,,,,,,
other vegetables,rolls/buns,brown bread,,,,,,,,
canned beer,rolls/buns,baking powder,,,,,,,,
soda,dish cleaner,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
yogurt,root vegetables,waffles,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
soda,brandy,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
curd,whole milk,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
other vegetables,pork,herbs,oil,,,,,,,
whole milk,candy,,,,,,,,,
frozen meals,whole milk,,,,,,,,,
citrus fruit,tropical fruit,canned fish,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
salty snack,pip fruit,photo/film,domestic eggs,rolls/buns,,,,,,
hamburger meat,berries,liquor,cream cheese ,,,,,,,
tropical fruit,frozen potato products,,,,,,,,,
root vegetables,yogurt,chocolate,shopping bags,,,,,,,
finished products,ice cream,tropical fruit,whole milk,,,,,,,
margarine,specialty bar,,,,,,,,,
waffles,whole milk,other vegetables,white bread,,,,,,,
brown bread,other vegetables,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
pot plants,frozen potato products,,,,,,,,,
frankfurter,condensed milk,,,,,,,,,
berries,candy,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
coffee,butter milk,,,,,,,,,
processed cheese,whole milk,rolls/buns,margarine,,,,,,,
citrus fruit,butter,,,,,,,,,
specialty bar,candles,,,,,,,,,
pork,turkey,pot plants,whole milk,soda,dishes,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
tropical fruit,candy,,,,,,,,,
chocolate marshmallow,canned beer,,,,,,,,,
pork,yogurt,,,,,,,,,
root vegetables,UHT-milk,nuts/prunes,frankfurter,misc. beverages,whole milk,cream cheese ,canned fish,,,
other vegetables,ice cream,,,,,,,,,
rolls/buns,curd,,,,,,,,,
sliced cheese,other vegetables,,,,,,,,,
long life bakery product,ice cream,,,,,,,,,
pot plants,soda,,,,,,,,,
candy,domestic eggs,,,,,,,,,
pork,soda,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
root vegetables,fruit/vegetable juice,berries,newspapers,chewing gum,,,,,,
ham,rolls/buns,,,,,,,,,
onions,bottled beer,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
beverages,fruit/vegetable juice,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
nuts/prunes,cream cheese ,,,,,,,,,
pip fruit,canned vegetables,cling film/bags,,,,,,,,
bottled water,white bread,,,,,,,,,
grapes,other vegetables,domestic eggs,,,,,,,,
dental care,soda,,,,,,,,,
sausage,bottled beer,dessert,butter,cream cheese ,other vegetables,canned beer,brown bread,,,
sausage,soda,,,,,,,,,
frozen meals,chocolate,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
pip fruit,sugar,,,,,,,,,
yogurt,brown bread,,,,,,,,,
whole milk,whole milk,bottled water,,,,,,,,
whole milk,bottled water,,,,,,,,,
sausage,butter,whole milk,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
kitchen towels,sliced cheese,,,,,,,,,
tropical fruit,other vegetables,hygiene articles,,,,,,,,
waffles,other vegetables,,,,,,,,,
beef,pork,,,,,,,,,
beef,hamburger meat,,,,,,,,,
pastry,soda,,,,,,,,,
chicken,misc. beverages,,,,,,,,,
rolls/buns,candy,white bread,,,,,,,,
root vegetables,margarine,,,,,,,,,
other vegetables,soda,yogurt,,,,,,,,
other vegetables,soda,,,,,,,,,
tropical fruit,flour,specialty chocolate,,,,,,,,
bottled water,domestic eggs,pickled vegetables,margarine,,,,,,,
chicken,specialty bar,newspapers,liquor,,,,,,,
citrus fruit,napkins,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
sugar,UHT-milk,margarine,,,,,,,,
sausage,tropical fruit,bottled beer,fruit/vegetable juice,,,,,,,
pork,meat,whole milk,salty snack,whole milk,frozen potato products,processed cheese,rolls/buns,,,
salty snack,canned beer,,,,,,,,,
tropical fruit,soda,,,,,,,,,
pastry,pastry,,,,,,,,,
whole milk,soda,,,,,,,,,
whole milk,yogurt,,,,,,,,,
liver loaf,rolls/buns,,,,,,,,,
specialty chocolate,yogurt,rolls/buns,misc. beverages,,,,,,,
baking powder,pickled vegetables,,,,,,,,,
bottled beer,root vegetables,,,,,,,,,
yogurt,coffee,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
soda,yogurt,,,,,,,,,
brown bread,yogurt,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
rolls/buns,sauces,,,,,,,,,
coffee,bottled beer,,,,,,,,,
beverages,pickled vegetables,,,,,,,,,
sausage,grapes,,,,,,,,,
soda,UHT-milk,pastry,domestic eggs,,,,,,,
frankfurter,grapes,soda,seasonal products,,,,,,,
hard cheese,whole milk,,,,,,,,,
whole milk,soda,,,,,,,,,
whole milk,detergent,,,,,,,,,
meat spreads,ketchup,,,,,,,,,
citrus fruit,whole milk,rolls/buns,,,,,,,,
specialty chocolate,bottled water,,,,,,,,,
citrus fruit,pot plants,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
herbs,whole milk,frozen dessert,,,,,,,,
butter,whole milk,,,,,,,,,
butter milk,bottled beer,zwieback,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
bottled water,butter milk,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
berries,other vegetables,fruit/vegetable juice,,,,,,,,
meat,whole milk,,,,,,,,,
hamburger meat,tropical fruit,whipped/sour cream,rolls/buns,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
soda,frozen vegetables,,,,,,,,,
rolls/buns,curd,cat food,,,,,,,,
candy,dessert,rolls/buns,canned fish,,,,,,,
beef,whole milk,detergent,,,,,,,,
chicken,specialty chocolate,,,,,,,,,
canned beer,yogurt,cream cheese ,,,,,,,,
pip fruit,rolls/buns,soda,,,,,,,,
spread cheese,cream cheese ,shopping bags,,,,,,,,
citrus fruit,curd,margarine,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
tea,beverages,,,,,,,,,
yogurt,whole milk,,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
frankfurter,pet care,,,,,,,,,
rolls/buns,flour,,,,,,,,,
margarine,margarine,,,,,,,,,
ham,citrus fruit,sugar,ice cream,whole milk,chocolate marshmallow,specialty bar,candy,,,
tropical fruit,canned beer,,,,,,,,,
ice cream,long life bakery product,,,,,,,,,
beef,fruit/vegetable juice,,,,,,,,,
pip fruit,newspapers,,,,,,,,,
tropical fruit,UHT-milk,whole milk,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
yogurt,newspapers,,,,,,,,,
ham,tropical fruit,,,,,,,,,
ham,tropical fruit,frozen meals,sparkling wine,,,,,,,
sausage,whole milk,,,,,,,,,
soda,pip fruit,hygiene articles,oil,,,,,,,
whole milk,onions,,,,,,,,,
soda,salty snack,,,,,,,,,
sausage,canned beer,,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
onions,waffles,,,,,,,,,
yogurt,photo/film,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
root vegetables,pastry,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
soda,mustard,,,,,,,,,
salty snack,napkins,yogurt,brown bread,,,,,,,
domestic eggs,candy,,,,,,,,,
other vegetables,yogurt,specialty bar,,,,,,,,
specialty chocolate,canned beer,,,,,,,,,
red/blush wine,cream cheese ,,,,,,,,,
whole milk,chocolate,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
bottled beer,herbs,curd,,,,,,,,
chicken,salty snack,,,,,,,,,
sausage,yogurt,,,,,,,,,
pip fruit,margarine,,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
fruit/vegetable juice,yogurt,pastry,,,,,,,,
beef,whole milk,,,,,,,,,
soda,beverages,,,,,,,,,
herbs,rolls/buns,,,,,,,,,
whole milk,chocolate,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
cat food,whole milk,whole milk,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,
pip fruit,rolls/buns,yogurt,,,,,,,,
coffee,yogurt,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
cake bar,shopping bags,,,,,,,,,
whole milk,waffles,dessert,,,,,,,,
pastry,whole milk,,,,,,,,,
whole milk,sauces,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pastry,other vegetables,other vegetables,butter milk,,,,,,,
frozen meals,instant coffee,specialty chocolate,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
tropical fruit,white wine,curd,grapes,,,,,,,
chicken,pastry,whole milk,pip fruit,soda,margarine,candy,,,,
seasonal products,other vegetables,bottled water,,,,,,,,
pip fruit,processed cheese,canned beer,,,,,,,,
bottled beer,newspapers,pickled vegetables,mustard,,,,,,,
frozen vegetables,flour,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
butter,red/blush wine,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
frozen vegetables,specialty bar,,,,,,,,,
chocolate,seasonal products,waffles,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
sausage,dessert,,,,,,,,,
cream cheese ,yogurt,sugar,,,,,,,,
beef,processed cheese,,,,,,,,,
butter,dessert,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
yogurt,yogurt,,,,,,,,,
brown bread,pet care,,,,,,,,,
root vegetables,butter,dessert,,,,,,,,
pastry,whipped/sour cream,domestic eggs,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
sausage,liquor,,,,,,,,,
candy,sausage,other vegetables,frozen vegetables,,,,,,,
bottled beer,cat food,,,,,,,,,
soft cheese,butter milk,shopping bags,,,,,,,,
chicken,herbs,,,,,,,,,
sausage,butter,,,,,,,,,
yogurt,dog food,semi-finished bread,napkins,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
sausage,bottled water,,,,,,,,,
pip fruit,beverages,zwieback,,,,,,,,
sliced cheese,skin care,,,,,,,,,
pork,rolls/buns,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
root vegetables,sausage,root vegetables,other vegetables,long life bakery product,,,,,,
pip fruit,abrasive cleaner,,,,,,,,,
soda,butter,,,,,,,,,
whole milk,Instant food products,,,,,,,,,
butter,root vegetables,,,,,,,,,
sausage,hard cheese,bottled beer,,,,,,,,
pork,other vegetables,cream cheese ,,,,,,,,
sausage,pet care,,,,,,,,,
sausage,detergent,salty snack,,,,,,,,
brown bread,frozen vegetables,,,,,,,,,
citrus fruit,soda,,,,,,,,,
other vegetables,berries,,,,,,,,,
sausage,yogurt,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
salty snack,rolls/buns,,,,,,,,,
oil,soda,waffles,,,,,,,,
whole milk,shopping bags,,,,,,,,,
ham,fruit/vegetable juice,chocolate,,,,,,,,
citrus fruit,curd,,,,,,,,,
root vegetables,whipped/sour cream,shopping bags,,,,,,,,
dish cleaner,frozen potato products,,,,,,,,,
frankfurter,red/blush wine,rolls/buns,,,,,,,,
waffles,pasta,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
canned vegetables,other vegetables,,,,,,,,,
whole milk,rolls/buns,soda,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
yogurt,chocolate,,,,,,,,,
waffles,instant coffee,,,,,,,,,
pip fruit,canned beer,soft cheese,soft cheese,canned fish,semi-finished bread,newspapers,napkins,,,
liquor,fruit/vegetable juice,,,,,,,,,
whole milk,dog food,pastry,,,,,,,,
whole milk,beef,,,,,,,,,
whole milk,napkins,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
chicken,brown bread,,,,,,,,,
white bread,soda,,,,,,,,,
detergent,liquor (appetizer),,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pastry,yogurt,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
citrus fruit,beef,,,,,,,,,
frozen meals,canned beer,,,,,,,,,
pork,chocolate,soap,,,,,,,,
tropical fruit,yogurt,fruit/vegetable juice,,,,,,,,
meat,nuts/prunes,,,,,,,,,
root vegetables,soda,,,,,,,,,
pork,mayonnaise,,,,,,,,,
beef,candles,,,,,,,,,
liquor,curd,yogurt,tropical fruit,,,,,,,
butter milk,chocolate,berries,sweet spreads,butter,long life bakery product,napkins,white bread,,,
chewing gum,whole milk,white bread,whole milk,dishes,,,,,,
pastry,pastry,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
frozen potato products,specialty cheese,,,,,,,,,
pork,whole milk,other vegetables,,,,,,,,
canned beer,UHT-milk,,,,,,,,,
male cosmetics,roll products ,pastry,,,,,,,,
tropical fruit,tropical fruit,dessert,sweet spreads,,,,,,,
citrus fruit,oil,specialty chocolate,,,,,,,,
soda,domestic eggs,artif. sweetener,,,,,,,,
rolls/buns,dessert,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
soda,whisky,,,,,,,,,
whole milk,candy,domestic eggs,white wine,,,,,,,
tropical fruit,detergent,,,,,,,,,
other vegetables,prosecco,pot plants,,,,,,,,
specialty bar,tropical fruit,,,,,,,,,
tropical fruit,soups,,,,,,,,,
coffee,soda,frozen vegetables,,,,,,,,
canned beer,pork,,,,,,,,,
pork,domestic eggs,pickled vegetables,,,,,,,,
beef,root vegetables,butter milk,,,,,,,,
tropical fruit,grapes,,,,,,,,,
kitchen towels,rolls/buns,,,,,,,,,
candy,cream cheese ,brown bread,soda,,,,,,,
other vegetables,soda,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
other vegetables,rolls/buns,specialty cheese,,,,,,,,
condensed milk,frankfurter,berries,whole milk,liver loaf,sliced cheese,domestic eggs,rolls/buns,frozen fish,,
soda,cake bar,,,,,,,,,
whipped/sour cream,soda,white bread,snack products,,,,,,,
hard cheese,soda,,,,,,,,,
whole milk,sausage,yogurt,whole milk,butter,,,,,,
misc. beverages,rolls/buns,frozen vegetables,beverages,condensed milk,,,,,,
chocolate,long life bakery product,,,,,,,,,
onions,ice cream,soda,sliced cheese,,,,,,,
rolls/buns,soda,,,,,,,,,
frozen potato products,detergent,,,,,,,,,
soda,Instant food products,,,,,,,,,
detergent,root vegetables,fruit/vegetable juice,brown bread,,,,,,,
frankfurter,frozen meals,dishes,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
other vegetables,tropical fruit,white bread,specialty chocolate,pot plants,shopping bags,,,,,
sausage,dessert,rolls/buns,pickled vegetables,,,,,,,
rolls/buns,brown bread,whole milk,pasta,curd,butter milk,,,,,
rolls/buns,waffles,,,,,,,,,
coffee,soda,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
waffles,shopping bags,soda,cream cheese ,,,,,,,
UHT-milk,berries,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
hamburger meat,tropical fruit,beverages,yogurt,soda,,,,,,
sugar,whole milk,pastry,salty snack,,,,,,,
bottled water,oil,sausage,bottled beer,rolls/buns,bottled water,waffles,tropical fruit,frozen meals,,
tropical fruit,margarine,,,,,,,,,
pastry,bottled water,,,,,,,,,
berries,fruit/vegetable juice,rolls/buns,,,,,,,,
pip fruit,tropical fruit,waffles,root vegetables,,,,,,,
whole milk,napkins,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
soda,rolls/buns,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
finished products,other vegetables,,,,,,,,,
ham,hamburger meat,whole milk,margarine,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
liquor (appetizer),rolls/buns,yogurt,,,,,,,,
potato products,pip fruit,,,,,,,,,
canned beer,berries,,,,,,,,,
other vegetables,napkins,,,,,,,,,
chicken,citrus fruit,whole milk,berries,instant coffee,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
butter,male cosmetics,newspapers,,,,,,,,
curd cheese,popcorn,,,,,,,,,
meat,dessert,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
chicken,bottled water,,,,,,,,,
other vegetables,photo/film,,,,,,,,,
butter milk,root vegetables,,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
canned beer,red/blush wine,,,,,,,,,
dessert,other vegetables,,,,,,,,,
whipped/sour cream,root vegetables,rolls/buns,packaged fruit/vegetables,,,,,,,
condensed milk,berries,tea,frozen vegetables,cat food,,,,,,
specialty fat,pet care,,,,,,,,,
citrus fruit,canned beer,flour,,,,,,,,
ham,liquor (appetizer),,,,,,,,,
pork,beef,beef,bottled water,salty snack,flour,instant coffee,,,,
liver loaf,other vegetables,,,,,,,,,
berries,canned fish,,,,,,,,,
yogurt,yogurt,,,,,,,,,
chocolate marshmallow,flour,,,,,,,,,
chicken,pip fruit,,,,,,,,,
chicken,pickled vegetables,,,,,,,,,
whipped/sour cream,candy,whole milk,,,,,,,,
specialty chocolate,pork,,,,,,,,,
cling film/bags,domestic eggs,domestic eggs,,,,,,,,
bags,yogurt,soda,,,,,,,,
pastry,napkins,,,,,,,,,
shopping bags,other vegetables,,,,,,,,,
pip fruit,hard cheese,,,,,,,,,
pasta,whole milk,waffles,,,,,,,,
flower soil/fertilizer,butter milk,,,,,,,,,
tropical fruit,pork,newspapers,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pastry,frankfurter,long life bakery product,whipped/sour cream,,,,,,,
whole milk,kitchen towels,,,,,,,,,
misc. beverages,cream cheese ,,,,,,,,,
whole milk,whole milk,whole milk,domestic eggs,,,,,,,
hamburger meat,yogurt,,,,,,,,,
ice cream,white bread,whole milk,bottled water,,,,,,,
beef,frankfurter,other vegetables,brown bread,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,liver loaf,white bread,domestic eggs,cream cheese ,,,,,,
frankfurter,root vegetables,,,,,,,,,
sausage,meat,,,,,,,,,
frankfurter,dog food,,,,,,,,,
processed cheese,brandy,,,,,,,,,
curd,whole milk,canned beer,,,,,,,,
soda,long life bakery product,,,,,,,,,
root vegetables,white wine,,,,,,,,,
pip fruit,root vegetables,pip fruit,spread cheese,,,,,,,
tropical fruit,flour,,,,,,,,,
finished products,pip fruit,root vegetables,canned fruit,,,,,,,
yogurt,coffee,,,,,,,,,
beef,frozen meals,pastry,white wine,whipped/sour cream,,,,,,
rolls/buns,bottled beer,misc. beverages,salt,,,,,,,
whole milk,other vegetables,newspapers,,,,,,,,
root vegetables,oil,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
ice cream,canned beer,semi-finished bread,,,,,,,,
tropical fruit,pastry,,,,,,,,,
beef,sweet spreads,,,,,,,,,
soda,yogurt,brown bread,,,,,,,,
sugar,seasonal products,,,,,,,,,
frozen vegetables,beef,,,,,,,,,
kitchen towels,margarine,,,,,,,,,
whole milk,chocolate,,,,,,,,,
root vegetables,specialty bar,,,,,,,,,
soda,meat,,,,,,,,,
sausage,beverages,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whipped/sour cream,coffee,shopping bags,,,,,,,,
yogurt,soft cheese,herbs,rolls/buns,,,,,,,
canned beer,curd,coffee,flour,,,,,,,
long life bakery product,rolls/buns,UHT-milk,bottled water,,,,,,,
tropical fruit,flour,,,,,,,,,
margarine,citrus fruit,oil,,,,,,,,
tropical fruit,dishes,other vegetables,,,,,,,,
citrus fruit,beverages,,,,,,,,,
other vegetables,root vegetables,pastry,margarine,,,,,,,
beef,napkins,,,,,,,,,
cream cheese ,white bread,,,,,,,,,
herbs,chewing gum,,,,,,,,,
bottled water,rolls/buns,waffles,,,,,,,,
shopping bags,soap,,,,,,,,,
white wine,butter,frozen fish,,,,,,,,
bottled water,coffee,,,,,,,,,
pet care,brown bread,pastry,dish cleaner,,,,,,,
berries,hard cheese,dishes,,,,,,,,
whole milk,seasonal products,,,,,,,,,
frozen meals,onions,frozen vegetables,,,,,,,,
pip fruit,whole milk,rolls/buns,,,,,,,,
specialty bar,waffles,,,,,,,,,
detergent,newspapers,,,,,,,,,
pastry,domestic eggs,,,,,,,,,
tropical fruit,UHT-milk,candy,,,,,,,,
frankfurter,curd,,,,,,,,,
other vegetables,skin care,domestic eggs,,,,,,,,
canned beer,whole milk,soda,,,,,,,,
rolls/buns,soda,chocolate,soda,,,,,,,
sausage,yogurt,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
margarine,processed cheese,,,,,,,,,
rolls/buns,pork,pastry,other vegetables,soda,pot plants,newspapers,,,,
pip fruit,yogurt,,,,,,,,,
yogurt,roll products ,,,,,,,,,
salt,oil,,,,,,,,,
tropical fruit,newspapers,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
flower soil/fertilizer,whole milk,,,,,,,,,
cream cheese ,whole milk,root vegetables,frankfurter,other vegetables,whole milk,dish cleaner,mustard,hygiene articles,,
brown bread,whole milk,,,,,,,,,
bottled beer,seasonal products,,,,,,,,,
pastry,chewing gum,,,,,,,,,
citrus fruit,bottled water,pastry,,,,,,,,
whipped/sour cream,baking powder,,,,,,,,,
pip fruit,tropical fruit,frozen potato products,sweet spreads,chocolate,napkins,candles,seasonal products,,,
sparkling wine,canned beer,,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
soda,bottled beer,brown bread,,,,,,,,
soda,other vegetables,dishes,,,,,,,,
hamburger meat,dessert,,,,,,,,,
beef,rolls/buns,seasonal products,,,,,,,,
red/blush wine,shopping bags,,,,,,,,,
canned beer,newspapers,shopping bags,,,,,,,,
sausage,yogurt,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
pip fruit,butter,,,,,,,,,
sausage,bottled beer,onions,other vegetables,soda,,,,,,
bottled beer,whole milk,,,,,,,,,
rolls/buns,ice cream,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
hygiene articles,cling film/bags,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
canned fish,rolls/buns,chocolate,artif. sweetener,,,,,,,
ham,domestic eggs,,,,,,,,,
waffles,cereals,,,,,,,,,
white wine,coffee,,,,,,,,,
soda,root vegetables,,,,,,,,,
napkins,mustard,,,,,,,,,
sausage,whole milk,,,,,,,,,
liquor,domestic eggs,,,,,,,,,
brandy,whole milk,,,,,,,,,
fruit/vegetable juice,candy,hygiene articles,,,,,,,,
bottled water,frozen chicken,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
other vegetables,soda,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
meat,soda,cream cheese ,,,,,,,,
frozen meals,pickled vegetables,,,,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
whole milk,pet care,herbs,soda,cat food,whole milk,,,,,
soda,whole milk,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
berries,frozen meals,dish cleaner,,,,,,,,
